4	198	0.52	0.55	0.66
4	529	0.43	0.26	0.84
4	569	0.06	0.44	0.16
4	745	0.59	0.24	0.59
4	757	0.75	0.38	0.22
5	10	0.82	0.35	0.30
5	11	0.16	0.38	0.14
5	13	0.05	0.20	0.89
5	16	0.20	0.21	0.25
5	27	0.18	0.61	0.21
5	35	0.19	0.23	0.16
5	43	0.40	0.07	0.42
5	57	0.51	0.10	0.30
5	60	0.02	0.40	0.48
5	72	0.08	0.56	0.73
5	82	0.62	0.99	0.84
5	85	0.79	0.18	0.24
5	92	0.91	0.85	0.25
5	96	0.33	0.42	0.34
5	103	0.57	0.74	0.57
5	113	0.28	0.72	0.04
5	116	0.67	0.26	0.06
5	123	0.22	0.74	0.09
5	132	0.64	0.82	0.62
5	134	0.24	0.48	0.96
5	139	0.05	0.95	0.40
5	140	0.03	0.09	0.78
5	145	0.63	0.75	0.77
5	149	0.85	0.98	0.07
5	158	0.21	0.02	0.91
5	177	0.12	0.80	0.88
5	206	0.75	0.73	0.51
5	425	0.55	0.14	0.31
5	505	0.35	0.47	0.30
6	28	0.53	0.56	0.06
6	33	0.45	0.54	0.61
6	35	0.22	0.88	0.33
6	41	0.52	0.11	0.97
6	42	0.75	0.41	0.60
6	44	0.71	0.15	0.99
6	47	0.86	0.10	0.05
6	51	0.96	0.29	0.57
6	61	0.24	0.38	0.39
6	71	0.37	0.24	0.80
6	80	0.14	0.61	0.37
6	81	0.84	0.99	0.14
6	86	0.22	0.62	0.86
6	91	0.04	0.63	0.91
6	94	0.85	0.61	0.41
6	106	0.31	0.03	0.65
6	113	0.78	0.35	0.52
6	145	0.90	0.80	0.60
6	170	0.03	0.13	0.93
6	179	0.54	0.01	0.13
6	187	0.54	0.26	0.12
6	193	0.56	0.06	0.31
6	195	0.75	0.12	0.14
7	11	0.63	0.94	0.41
7	13	0.38	0.76	0.21
7	16	0.11	0.43	0.48
7	19	0.74	0.38	0.71
7	30	0.04	0.64	0.32
7	31	0.97	0.90	0.60
7	34	0.62	0.42	0.87
7	38	0.89	0.39	0.60
7	39	0.54	0.75	0.83
7	44	0.60	0.24	0.07
7	51	0.29	0.13	0.55
7	54	0.39	0.08	0.16
7	61	0.99	0.83	0.95
7	63	0.90	0.11	0.67
7	68	0.87	0.04	0.44
7	84	0.95	0.72	0.80
7	89	0.95	0.93	0.78
7	91	0.70	0.37	0.86
7	95	0.60	0.45	0.83
7	97	0.32	0.81	0.36
7	99	0.82	0.33	0.81
7	100	0.19	0.21	0.70
7	102	0.07	0.94	0.22
7	112	0.83	0.48	0.08
7	113	0.42	0.67	0.67
7	114	0.24	0.46	0.31
7	125	0.77	0.75	0.69
7	133	0.83	0.64	0.93
7	137	0.55	0.71	0.89
7	138	0.51	0.83	0.44
7	147	0.92	0.94	0.69
7	149	0.02	0.68	0.56
7	161	0.34	0.90	0.17
7	170	0.15	0.93	0.60
7	179	0.94	0.70	0.73
7	189	0.09	0.30	0.03
7	471	0.48	0.97	0.03
7	734	0.10	0.05	0.95
8	13	0.10	0.34	0.98
8	16	0.43	0.02	0.27
8	22	0.09	0.39	0.20
8	23	0.46	0.46	0.87
8	25	0.22	0.71	0.05
8	32	0.29	0.99	0.53
8	35	0.89	0.68	0.30
8	39	0.75	0.36	0.08
8	40	0.39	0.26	0.91
8	42	0.42	0.27	0.75
8	44	0.78	0.57	0.53
8	50	0.08	0.64	0.14
8	51	0.83	0.93	0.47
8	55	0.92	0.11	0.39
8	62	0.49	0.46	0.85
8	70	0.17	0.59	0.62
8	73	0.24	0.93	0.27
8	107	0.20	0.83	0.24
8	113	0.60	0.11	0.80
8	115	0.40	0.51	0.78
8	119	0.07	0.81	0.03
8	146	0.56	0.67	0.95
8	154	0.24	0.97	0.14
8	164	0.19	0.78	0.37
8	186	0.25	0.65	0.84
8	191	0.39	0.44	0.64
8	205	0.21	0.88	0.84
8	569	0.96	0.06	0.95
8	747	0.32	0.96	0.95
9	27	0.23	0.23	0.85
9	34	0.76	0.60	0.49
9	37	0.50	0.54	0.33
9	48	0.77	0.51	0.31
9	50	0.47	0.50	0.26
9	60	0.56	0.93	0.28
9	82	0.62	0.69	0.56
9	91	0.89	0.97	0.27
9	97	0.07	0.50	0.76
9	104	0.72	0.83	0.48
9	110	0.87	0.65	0.89
9	113	0.32	0.38	0.88
9	118	0.62	0.70	0.42
9	120	0.66	0.35	0.59
9	126	0.40	0.70	0.05
9	130	0.26	0.21	0.36
9	136	0.93	0.51	0.30
9	166	0.05	0.67	0.48
9	169	0.46	0.29	0.59
9	370	0.01	0.23	0.82
9	578	0.62	0.11	0.91
10	22	0.64	0.03	0.86
10	31	0.08	0.36	0.69
10	32	0.51	0.63	0.46
10	38	0.45	0.03	0.75
10	40	0.77	0.97	0.03
10	45	0.08	0.02	0.48
10	59	0.74	0.36	0.47
10	61	0.49	0.36	0.84
10	76	0.50	0.76	0.72
10	78	0.00	0.10	0.46
10	88	0.74	0.78	0.88
10	95	0.22	0.27	0.74
10	100	0.12	0.80	0.70
10	111	0.45	0.31	0.30
10	116	0.76	0.08	0.37
10	135	0.50	0.33	0.65
10	136	0.57	0.73	0.41
10	147	0.55	0.72	0.74
10	157	0.47	0.02	0.36
10	165	0.71	0.20	0.52
10	167	0.87	0.69	0.75
10	170	0.70	0.15	0.23
10	183	0.31	0.31	0.98
10	184	0.70	0.99	0.85
10	193	0.73	0.98	0.73
10	197	0.02	0.58	0.19
10	325	0.21	0.19	0.19
10	359	0.15	0.07	0.31
10	797	0.70	0.93	0.71
11	16	0.67	0.40	0.57
11	20	0.63	0.44	0.51
11	28	0.16	0.75	0.88
11	35	0.76	0.71	0.03
11	40	0.04	0.81	0.54
11	45	0.50	0.39	0.58
11	56	0.16	0.11	0.58
11	60	0.64	0.81	0.50
11	66	0.33	0.25	0.47
11	81	0.22	0.90	0.50
11	95	0.58	0.79	0.88
11	101	0.19	0.92	0.26
11	107	0.93	0.58	0.91
11	112	0.15	0.36	0.81
11	117	0.80	0.91	0.99
11	118	0.80	0.97	0.06
11	119	0.73	0.63	0.76
11	123	0.46	0.63	0.45
11	134	0.69	0.76	0.53
11	138	0.79	0.75	0.63
11	148	0.48	0.53	0.88
11	154	0.20	0.64	0.34
11	160	0.38	0.45	0.62
11	169	0.37	0.67	0.73
11	171	0.78	0.74	0.84
11	178	0.77	1.00	0.40
11	192	0.65	0.91	0.43
11	194	0.97	0.89	0.99
11	795	0.44	0.27	0.15
12	19	0.34	0.87	0.56
12	22	0.59	0.76	0.60
12	23	0.02	0.56	0.50
12	28	0.63	0.58	0.66
12	38	0.71	0.04	0.14
12	46	0.42	0.40	0.52
12	47	0.63	0.52	0.69
12	52	0.14	0.11	0.09
12	60	0.81	0.97	0.67
12	62	0.38	0.56	0.82
12	85	0.68	0.04	0.39
12	89	0.58	0.21	0.61
12	91	0.58	0.19	0.31
12	93	0.24	0.40	0.48
12	96	0.25	0.32	0.09
12	101	0.47	0.80	0.37
12	109	0.79	0.69	0.81
12	112	0.51	0.18	0.65
12	116	0.33	0.57	0.71
12	133	0.01	0.11	0.31
12	152	0.16	0.47	0.02
12	163	0.63	0.82	0.21
12	164	0.88	0.71	0.77
12	171	0.04	0.72	0.55
12	173	0.24	0.58	0.92
12	186	0.85	0.29	0.37
12	331	0.26	0.32	0.24
12	483	1.00	0.24	0.84
13	14	0.10	0.22	0.80
13	15	0.24	0.32	0.20
13	16	0.91	0.51	0.51
13	21	0.91	0.90	0.79
13	23	0.24	0.23	0.35
13	37	0.07	0.10	0.67
13	38	0.16	0.55	0.97
13	56	0.02	0.28	0.66
13	62	0.84	0.84	0.07
13	64	0.08	0.41	0.85
13	68	0.64	0.78	0.19
13	70	0.52	0.91	0.41
13	72	0.05	0.68	0.64
13	95	0.72	0.91	0.21
13	101	0.55	0.20	0.85
13	117	0.35	0.43	0.42
13	122	0.45	0.44	0.10
13	130	0.15	0.30	0.79
13	145	0.07	0.26	0.54
13	149	0.32	0.68	0.54
13	152	0.08	0.44	0.72
13	166	0.84	0.61	0.49
13	178	0.38	0.48	0.14
13	189	0.98	0.53	0.91
13	190	0.69	0.50	0.87
13	198	0.49	0.78	0.89
14	18	0.63	0.17	0.88
14	21	0.57	0.62	0.74
14	22	0.10	0.43	0.48
14	23	0.81	0.11	0.76
14	26	0.15	0.02	0.83
14	39	0.05	0.42	0.77
14	45	0.41	0.26	0.21
14	46	0.48	0.41	0.46
14	49	0.69	0.30	0.38
14	58	0.77	0.48	0.39
14	64	0.53	0.18	0.19
14	65	0.79	0.44	0.72
14	67	0.03	0.58	0.07
14	75	0.22	0.26	0.85
14	81	0.11	0.26	0.27
14	83	0.66	0.51	0.45
14	89	0.11	0.65	0.73
14	92	0.83	0.80	0.70
14	94	0.88	0.28	0.63
14	97	0.91	0.70	0.27
14	104	0.02	0.51	0.71
14	106	0.42	0.02	0.15
14	115	0.28	0.99	0.16
14	119	0.95	0.85	0.44
14	122	0.98	0.43	0.27
14	124	0.91	0.75	0.83
14	125	0.51	0.60	0.56
14	128	0.42	0.34	0.80
14	134	0.40	0.38	0.81
14	136	0.48	0.52	0.21
14	137	0.87	0.87	0.09
14	143	0.50	0.58	0.12
14	146	0.16	0.63	0.08
14	162	0.57	0.04	0.45
14	166	0.16	0.83	0.12
14	168	0.56	0.20	0.72
14	169	0.45	0.72	0.52
14	172	0.09	0.44	0.15
14	177	0.35	0.05	0.58
14	178	0.74	0.61	0.70
14	181	0.98	0.74	0.96
14	186	0.90	0.70	0.21
14	189	0.91	0.83	0.22
14	193	0.74	0.25	0.86
14	519	0.44	0.35	0.37
14	578	0.11	0.23	0.38
14	582	0.29	0.80	0.10
14	652	0.94	0.69	0.57
15	21	0.28	0.13	0.40
15	23	0.90	0.05	0.67
15	28	0.80	0.28	0.74
15	35	0.81	0.46	0.06
15	43	0.86	0.09	0.52
15	52	0.17	0.86	0.98
15	53	0.87	0.21	0.64
15	58	0.96	0.80	0.22
15	69	0.05	0.03	0.73
15	77	0.55	0.76	0.86
15	85	0.88	0.91	0.08
15	101	0.07	0.95	0.52
15	104	0.95	0.10	0.95
15	114	0.40	0.94	0.31
15	130	0.67	0.30	0.37
15	136	0.88	0.50	0.14
15	140	0.22	0.25	0.88
15	149	0.06	0.89	0.64
15	157	0.86	0.81	0.94
15	158	0.81	0.95	0.15
15	169	0.56	0.10	0.88
15	178	0.50	0.20	0.55
15	190	0.03	0.90	0.77
15	196	0.93	0.61	0.37
16	19	0.72	0.35	0.51
16	39	0.43	0.39	0.15
16	48	0.20	0.20	0.52
16	55	0.14	0.88	0.96
16	56	0.39	0.76	0.97
16	59	0.00	0.78	0.29
16	63	0.51	0.05	0.83
16	64	0.58	0.73	0.88
16	66	0.21	0.26	0.15
16	82	0.77	0.27	0.05
16	94	0.12	0.28	0.60
16	105	0.11	0.58	0.97
16	112	0.67	0.44	0.64
16	115	0.28	0.02	0.29
16	118	0.86	0.85	0.40
16	120	0.30	0.95	0.71
16	121	0.97	0.28	0.18
16	134	0.85	0.07	0.93
16	142	0.60	0.83	0.81
16	155	0.57	0.66	0.67
16	157	0.43	0.06	0.80
16	159	0.09	0.19	0.61
16	160	0.52	0.39	0.74
16	165	0.55	0.72	0.65
16	170	0.74	0.58	0.14
16	274	0.28	0.16	0.17
16	708	0.33	0.18	0.09
17	62	0.51	0.49	0.17
17	77	0.34	0.90	0.60
17	81	0.47	0.06	0.26
17	97	0.20	0.78	0.37
17	105	0.13	0.92	0.58
17	106	0.37	0.79	0.76
17	110	0.95	0.42	0.18
17	112	0.47	0.07	0.01
17	114	0.13	0.20	0.67
17	115	0.90	0.84	0.35
17	116	0.79	0.90	0.35
17	126	0.74	0.23	0.25
17	127	0.42	0.49	0.29
17	142	0.17	0.97	0.25
17	145	0.45	0.04	0.22
17	159	0.82	0.34	0.25
17	160	0.34	0.86	0.95
17	166	0.58	0.18	0.82
17	172	0.99	0.60	0.61
17	187	0.63	0.40	0.80
17	191	0.48	0.38	0.22
17	246	0.72	0.28	0.89
17	464	0.04	0.52	0.12
18	19	0.72	0.26	0.73
18	25	0.05	0.01	0.85
18	27	0.48	0.27	0.68
18	28	0.70	0.63	0.85
18	33	0.49	0.36	0.00
18	54	0.82	0.81	0.75
18	56	0.94	0.20	0.76
18	71	0.92	0.18	0.62
18	75	0.01	0.58	0.60
18	101	0.77	0.85	0.56
18	112	0.51	0.93	0.11
18	120	0.46	0.38	0.91
18	123	0.94	0.79	0.41
18	124	0.32	0.41	0.52
18	127	0.49	0.31	0.22
18	145	0.06	0.85	0.47
18	148	0.65	0.21	0.55
18	164	0.64	0.93	0.55
18	171	0.82	0.26	0.91
18	178	0.96	0.82	0.80
18	179	0.24	0.44	0.57
18	180	0.33	0.09	0.31
18	189	0.10	0.29	0.65
18	391	0.20	0.50	0.24
18	649	0.49	0.95	0.67
18	700	0.59	0.45	0.69
19	26	0.46	0.41	0.92
19	55	0.44	0.62	0.09
19	64	0.86	0.35	0.11
19	67	0.45	0.90	0.26
19	81	0.06	0.79	0.68
19	91	0.15	0.02	0.37
19	96	0.50	0.50	0.30
19	97	0.25	0.81	0.91
19	107	0.30	0.54	0.52
19	108	0.56	0.63	0.92
19	111	0.63	0.20	0.87
19	127	0.58	0.04	0.60
19	132	0.44	0.55	0.97
19	136	0.71	0.52	0.49
19	146	0.99	0.15	0.11
19	163	0.72	0.72	0.27
19	166	0.49	0.50	0.52
19	170	0.04	0.88	0.13
19	171	0.62	0.73	0.36
19	193	0.85	0.26	0.19
19	198	0.62	0.92	0.63
19	598	0.77	0.39	0.07
20	23	0.58	0.97	0.60
20	24	0.08	0.51	0.12
20	38	0.22	0.64	0.04
20	45	0.36	0.59	0.89
20	48	0.82	0.25	0.92
20	60	0.94	0.48	0.35
20	63	0.63	0.55	0.53
20	69	0.67	0.09	0.70
20	71	0.59	0.29	0.92
20	80	0.30	0.52	0.11
20	81	0.15	0.96	0.72
20	90	0.83	0.56	0.97
20	98	0.98	0.09	0.97
20	99	0.31	0.12	0.15
20	106	0.89	0.13	0.36
20	107	0.83	0.65	0.81
20	119	0.90	0.06	0.64
20	136	0.80	0.54	0.09
20	148	0.93	0.68	0.33
20	154	0.27	0.55	0.02
20	165	0.38	0.02	1.00
20	169	0.73	0.82	0.18
20	445	0.86	0.47	0.39
20	709	0.91	1.00	0.71
21	27	0.84	0.49	0.26
21	43	0.37	0.69	0.07
21	49	0.29	0.58	0.85
21	52	0.33	0.95	0.12
21	71	0.16	0.20	0.86
21	72	0.69	0.41	0.12
21	77	0.31	0.75	0.27
21	84	0.42	0.11	0.44
21	87	0.38	0.05	0.91
21	88	0.38	0.85	0.89
21	91	0.24	0.14	0.04
21	113	0.50	0.40	0.41
21	114	0.36	0.02	0.99
21	123	0.01	0.78	0.30
21	140	0.26	0.52	0.73
21	141	0.17	0.81	0.28
21	146	0.18	0.83	0.67
21	150	0.77	0.24	0.47
21	152	0.19	0.49	0.69
21	164	0.08	0.07	1.00
21	176	0.02	0.34	0.36
21	186	0.41	0.46	0.31
21	188	0.21	0.63	0.67
21	302	0.17	0.51	0.40
22	31	0.32	0.94	0.94
22	35	0.40	0.81	0.53
22	37	0.29	0.78	0.66
22	39	0.62	0.69	0.38
22	42	0.61	0.96	0.48
22	43	0.80	0.70	0.76
22	50	0.67	0.35	0.50
22	85	0.21	0.90	0.13
22	89	0.49	0.08	0.29
22	91	0.11	0.69	0.36
22	92	0.13	0.44	0.32
22	95	0.13	0.70	0.54
22	109	0.13	0.13	0.46
22	121	0.08	0.59	0.43
22	123	0.77	0.17	0.02
22	124	0.25	0.39	0.24
22	127	0.90	0.46	0.26
22	134	0.01	0.95	0.64
22	138	0.18	0.22	0.29
22	141	0.12	0.67	0.80
22	142	0.52	0.63	0.84
22	146	0.54	0.98	0.22
22	154	0.23	0.50	0.31
22	169	0.05	0.99	0.50
22	172	0.47	0.93	0.00
22	176	0.48	0.36	0.78
22	184	0.97	0.25	0.12
22	188	0.41	0.74	0.06
22	190	0.44	0.11	0.49
22	195	0.78	0.56	0.76
22	595	0.46	0.77	0.17
22	638	0.71	0.73	0.22
23	40	0.41	0.39	0.52
23	46	0.37	0.25	0.48
23	47	0.62	0.71	0.91
23	49	0.42	0.11	0.97
23	51	0.61	0.41	0.95
23	54	0.53	0.11	0.54
23	57	0.16	0.63	0.69
23	65	0.51	0.97	0.98
23	90	0.41	0.14	0.88
23	92	0.27	0.10	0.60
23	107	0.31	0.00	0.29
23	109	0.57	0.27	0.41
23	112	0.15	0.93	0.76
23	120	0.56	0.59	0.01
23	123	0.67	0.86	0.37
23	128	0.28	0.53	0.16
23	131	0.83	0.81	0.52
23	144	0.41	0.50	0.93
23	148	0.31	0.99	0.17
23	149	0.15	0.14	0.97
23	162	0.78	0.38	0.37
23	163	0.69	0.16	0.68
23	171	0.59	0.99	0.65
23	184	0.76	0.16	0.53
23	191	0.14	0.05	0.36
23	194	0.53	0.78	0.48
24	62	0.15	0.89	0.19
24	66	0.41	0.66	0.25
24	76	0.48	0.52	0.06
24	79	0.94	0.01	0.29
24	83	0.49	0.11	0.80
24	88	0.65	0.33	0.42
24	90	0.97	0.33	0.91
24	95	0.81	0.34	0.39
24	103	0.00	0.05	0.90
24	104	0.34	0.57	0.79
24	116	0.82	0.09	0.12
24	120	0.98	0.40	0.46
24	133	0.70	0.54	0.92
24	134	0.26	0.44	0.68
24	140	0.68	0.56	0.54
24	146	0.37	0.63	0.51
24	155	0.54	0.43	0.18
24	156	0.50	0.23	0.52
24	162	0.83	0.77	0.28
24	176	0.68	0.23	0.59
24	199	0.41	0.18	0.17
24	701	0.82	0.17	0.03
25	46	0.63	0.72	0.91
25	62	0.22	0.98	0.22
25	68	0.61	0.51	0.76
25	74	0.59	0.87	0.49
25	86	0.22	0.48	0.88
25	93	0.66	0.20	0.53
25	100	0.37	0.75	0.89
25	105	0.49	0.68	0.30
25	110	0.29	0.21	0.05
25	116	0.66	0.46	0.00
25	118	0.73	0.28	0.17
25	122	0.18	0.49	0.19
25	124	0.20	0.01	0.63
25	127	0.09	0.30	0.21
25	128	0.06	0.35	0.85
25	129	0.02	0.49	0.00
25	135	0.47	0.12	0.75
25	140	0.13	0.18	0.10
25	145	0.25	0.37	0.42
25	152	0.43	0.75	0.28
25	163	0.74	0.21	0.97
25	168	0.31	0.59	0.83
25	179	0.83	0.83	0.42
25	197	0.52	0.98	0.35
25	365	0.50	0.48	0.40
25	586	0.92	0.73	0.76
25	400	0.88	0.68	0.47
25	413	0.91	0.53	0.93
25	456	0.39	0.22	0.03
26	43	0.34	0.75	0.58
26	46	0.35	0.31	0.61
26	47	0.04	0.62	0.17
26	52	0.25	0.11	0.30
26	64	0.57	0.17	0.11
26	71	0.79	0.34	0.54
26	73	0.30	0.06	0.59
26	74	0.92	0.09	0.28
26	75	0.10	0.10	0.15
26	118	0.45	0.43	0.60
26	120	0.55	0.72	0.99
26	124	0.71	0.64	0.03
26	129	0.57	0.09	0.77
26	131	0.51	0.47	0.80
26	134	0.77	0.41	0.69
26	137	0.78	0.05	0.03
26	140	0.64	0.65	0.19
26	150	0.85	0.78	0.80
26	152	0.60	0.77	0.75
26	158	0.85	0.19	0.36
26	162	0.16	0.71	0.47
26	163	0.26	0.58	0.05
26	166	0.18	0.21	0.49
26	194	0.13	0.44	0.96
26	516	0.36	0.55	0.69
26	550	0.19	0.85	0.24
26	400	0.35	0.24	0.72
26	436	0.38	0.14	0.80
27	32	0.92	0.70	0.07
27	33	0.81	0.70	0.84
27	38	0.45	0.91	0.68
27	53	0.63	0.66	0.61
27	62	0.50	0.29	0.21
27	67	0.01	0.15	0.39
27	68	0.11	0.05	0.92
27	77	0.74	0.57	0.17
27	81	0.71	0.37	0.83
27	82	0.74	0.72	0.73
27	83	0.84	0.43	0.81
27	85	0.22	0.71	0.06
27	107	0.86	0.57	0.01
27	121	0.58	0.78	0.71
27	135	0.87	0.70	0.76
27	139	0.61	0.88	0.04
27	174	0.28	0.11	0.50
27	184	0.70	0.55	0.87
27	185	0.76	0.01	0.25
27	190	0.98	0.10	0.77
27	194	0.67	0.77	0.58
27	196	0.00	0.12	0.53
27	333	0.76	0.87	0.23
27	405	0.27	0.22	0.91
28	37	0.05	0.98	0.97
28	39	0.31	0.76	0.37
28	56	0.08	0.19	0.95
28	74	0.55	0.42	0.67
28	89	0.34	0.06	0.59
28	95	0.75	0.67	0.56
28	104	0.73	0.14	0.43
28	105	0.45	0.94	0.70
28	108	0.57	0.01	0.23
28	121	0.60	0.77	0.20
28	125	0.85	0.63	0.37
28	129	0.85	0.19	0.06
28	137	0.07	0.47	0.20
28	145	0.84	0.59	0.74
28	146	0.48	0.29	0.62
28	163	0.54	0.52	0.64
28	171	0.79	0.87	0.79
28	785	0.78	0.15	0.91
29	37	0.49	0.84	0.30
29	40	0.10	0.94	0.30
29	55	0.73	0.84	0.42
29	69	0.08	0.51	0.54
29	74	0.43	0.26	0.52
29	86	0.40	0.19	0.81
29	93	0.57	0.36	0.16
29	110	0.83	0.03	0.46
29	120	0.04	0.58	0.31
29	139	0.24	0.81	0.76
29	145	0.38	0.10	0.35
29	149	0.37	0.69	0.61
29	154	0.32	0.14	0.34
29	163	0.60	0.89	0.33
29	169	0.11	0.30	0.36
29	189	0.69	0.14	0.63
29	198	0.39	0.39	0.52
29	488	0.95	0.34	0.43
30	31	0.12	0.30	0.03
30	35	0.66	0.94	0.47
30	36	0.14	0.02	0.50
30	49	0.25	0.94	0.90
30	61	0.43	0.11	0.47
30	64	1.00	0.85	0.63
30	70	0.31	0.90	0.84
30	71	0.58	0.23	0.59
30	73	0.08	0.07	0.67
30	78	0.38	0.78	0.47
30	83	0.86	0.57	0.12
30	89	0.49	0.04	0.46
30	91	0.65	0.41	0.09
30	103	0.48	0.99	0.01
30	109	0.88	0.16	0.83
30	114	0.61	0.69	0.39
30	115	0.36	0.35	0.66
30	120	0.14	0.75	0.60
30	129	0.89	0.37	0.95
30	134	0.56	0.61	0.22
30	137	0.77	0.28	0.47
30	138	0.52	0.05	0.11
30	139	0.53	0.62	0.49
30	154	0.24	0.68	0.52
30	155	0.82	0.85	0.40
30	166	0.64	0.54	0.65
30	168	0.65	0.17	0.39
30	175	0.55	0.32	0.27
30	181	0.96	0.63	0.58
30	194	0.40	0.81	0.55
30	282	0.65	0.50	0.02
30	595	0.08	0.11	0.41
30	777	0.97	0.96	0.75
31	35	0.09	0.86	0.49
31	52	0.20	0.05	0.54
31	54	0.05	0.65	0.42
31	78	0.82	0.07	0.52
31	90	0.80	0.39	0.88
31	99	0.10	0.78	0.42
31	101	0.77	0.01	0.60
31	103	0.97	0.42	0.11
31	107	0.25	0.94	0.22
31	108	0.82	0.24	0.62
31	115	0.56	0.82	0.28
31	119	0.83	0.09	0.48
